userName;score;at;content;CaseFolding;Cleaning;Tokenizing;Formalisasi;WithoutStopwords;Stemming;Label
Pengguna Google;5;2026-01-12 04:16:16;"JD mudah menggunakan jkn mobile;";"jd mudah menggunakan jkn mobile;";JD mudah menggunakan jkn mobile;['JD', 'mudah', 'menggunakan', 'jkn', 'mobile'];['JD', 'mudah', 'menggunakan', 'jkn', 'mobile'];['JD', 'mudah', 'jkn', 'mobile'];['jd', 'mudah', 'jkn', 'mobile'];Positif
Pengguna Google;5;2025-12-30 07:08:15;"ok sangat membantu apk nya;";"ok sangat membantu apk nya;";ok sangat membantu apk nya;['ok', 'sangat', 'membantu', 'apk', 'nya'];['oke', 'sangat', 'membantu', 'apk', 'nya'];['ok', 'membantu', 'apk', 'nya'];['ok', 'bantu', 'apk', 'nya'];Positif
Pengguna Google;5;2025-12-31 09:45:12;"Sangat membantu pendaftaran cepat;";"sangat membantu pendaftaran cepat;";Sangat membantu pendaftaran cepat;['Sangat', 'membantu', 'pendaftaran', 'cepat'];['Sangat', 'membantu', 'pendaftaran', 'cepat'];['Sangat', 'membantu', 'pendaftaran', 'cepat'];['sangat', 'bantu', 'daftar', 'cepat'];Positif
Pengguna Google;1;2026-01-10 12:35:12;"selalu dipersulit dalam hal lupa kata sandi;";"selalu dipersulit dalam hal lupa kata sandi;";selalu dipersulit dalam hal lupa kata sandi;['selalu', 'dipersulit', 'dalam', 'hal', 'lupa', 'kata', 'sandi'];['selalu', 'dipersulit', 'dalam', 'hal', 'lupa', 'kata', 'sandi'];['dipersulit', 'lupa', 'sandi'];['sulit', 'lupa', 'sandi'];Netral
Pengguna Google;1;2026-01-05 03:45:35;"ga bisa login keluar terus dari aplikasi koneksi internet sudah bagus;";"ga bisa login keluar terus dari aplikasi koneksi internet sudah bagus;";ga bisa login keluar terus dari aplikasi koneksi internet sudah bagus;['ga', 'bisa', 'login', 'keluar', 'terus', 'dari', 'aplikasi', 'koneksi', 'internet', 'sudah', 'bagus'];['ga', 'bisa', 'login', 'keluar', 'terus', 'dari', 'aplikasi', 'koneksi', 'internet', 'sudah', 'bagus'];['ga', 'login', 'aplikasi', 'koneksi', 'internet', 'bagus'];['ga', 'login', 'aplikasi', 'koneksi', 'internet', 'bagus'];Positif
Pengguna Google;5;2026-01-20 08:41:52;"respon cepat' trimakasih;";"respon cepat' trimakasih;";respon cepat' trimakasih;"['respon', ""cepat'"", 'trimakasih']";"['respon', ""cepat'"", 'trimakasih']";"['respon', ""cepat'"", 'trimakasih']";['respon', 'cepat', 'trimakasih'];Positif
Pengguna Google;5;2026-01-19 04:53:03;"pelayanannya sangat memuaskan;";"pelayanannya sangat memuaskan;";pelayanannya sangat memuaskan;['pelayanannya', 'sangat', 'memuaskan'];['pelayanannya', 'sangat', 'memuaskan'];['pelayanannya', 'memuaskan'];['layan', 'muas'];Netral
Wulan Putri2810;5;2025-12-26 16:32:14;"best;";"best;";best;['best'];['best'];['best'];['best'];Netral
Pengguna Google;5;2025-12-30 00:32:08;"bagussssss;";"bagussssss;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Pengguna Google;5;2025-12-30 02:38:14;"Aplikasi mudah;";"aplikasi mudah;";Aplikasi mudah;['Aplikasi', 'mudah'];['Aplikasi', 'mudah'];['Aplikasi', 'mudah'];['aplikasi', 'mudah'];Positif
Retno Mahardiningsih;5;2025-12-23 07:08:44;"baik;";"baik;";baik;['baik'];['baik'];[];[];Positif
Pengguna Google;1;2026-01-05 02:42:29;"sampah gak guna;";"sampah gak guna;";sampah gak guna;['sampah', 'gak', 'guna'];['sampah', 'tidak', 'guna'];['sampah', 'gak'];['sampah', 'gak'];Netral
Iing purwandi;5;2025-12-23 00:20:06;"ok;";"ok;";ok;['ok'];['oke'];['ok'];['ok'];Netral
Pengguna Google;5;2026-01-21 03:50:12;"pelayananya baik dan jelas.;";"pelayananya baik dan jelas.;";pelayananya baik dan jelas;['pelayananya', 'baik', 'dan', 'jelas'];['pelayananya', 'baik', 'dan', 'jelas'];['pelayananya'];['pelayananya'];Positif
Pengguna Google;5;2026-01-24 15:13:46;"sangat mempermudah;";"sangat mempermudah;";sangat mempermudah;['sangat', 'mempermudah'];['sangat', 'mempermudah'];['mempermudah'];['mudah'];Positif
Pengguna Google;5;2026-01-14 04:32:23;"ok;";"ok;";ok;['ok'];['oke'];['ok'];['ok'];Netral
Pengguna Google;5;2026-01-20 00:09:08;"sangat membantu dengan adanya aplikasi ini;";"sangat membantu dengan adanya aplikasi ini;";sangat membantu dengan adanya aplikasi ini;['sangat', 'membantu', 'dengan', 'adanya', 'aplikasi', 'ini'];['sangat', 'membantu', 'dengan', 'adanya', 'aplikasi', 'ini'];['membantu', 'aplikasi'];['bantu', 'aplikasi'];Positif
Pengguna Google;5;2026-01-13 16:54:25;"semoga semakin baik;";"semoga semakin baik;";semoga semakin baik;['semoga', 'semakin', 'baik'];['semoga', 'semakin', 'baik'];['semoga'];['moga'];Positif
Pengguna Google;5;2026-01-02 05:53:22;"oke;";"oke;";oke;['oke'];['oke'];['oke'];['oke'];Positif
Pengguna Google;5;2026-01-22 01:41:33;"mntap;";"mntap;";mntap;['mntap'];['mntap'];['mntap'];['mntap'];Netral
Harwan Hadiat;5;2025-12-19 08:21:04;"ok mantap;";"ok mantap;";ok mantap;['ok', 'mantap'];['oke', 'mantap'];['ok', 'mantap'];['ok', 'mantap'];Positif
Pengguna Google;5;2026-01-23 05:28:09;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
yunis novila;1;2025-12-22 02:37:01;"selalu troble saat mau di pakai ambil nomer antrian selalu gangguan;";"selalu troble saat mau di pakai ambil nomer antrian selalu gangguan;";selalu troble saat mau di pakai ambil nomer antrian selalu gangguan;['selalu', 'troble', 'saat', 'mau', 'di', 'pakai', 'ambil', 'nomer', 'antrian', 'selalu', 'gangguan'];['selalu', 'troble', 'saat', 'mau', 'di', 'pakai', 'ambil', 'nomer', 'antrian', 'selalu', 'gangguan'];['troble', 'pakai', 'ambil', 'nomer', 'antrian', 'gangguan'];['troble', 'pakai', 'ambil', 'nomer', 'antri', 'ganggu'];Negatif
Pengguna Google;5;2026-01-06 07:07:16;"Sungguh sangat membantu sekali 👍;";"sungguh sangat membantu sekali 👍;";Sungguh sangat membantu sekali ;['Sungguh', 'sangat', 'membantu', 'sekali'];['Sungguh', 'sangat', 'membantu', 'sekali'];['Sungguh', 'membantu'];['sungguh', 'bantu'];Positif
Pengguna Google;5;2026-01-07 13:15:08;"mantap apk nya bisa di akses dengan mudah;";"mantap apk nya bisa di akses dengan mudah;";mantap apk nya bisa di akses dengan mudah;['mantap', 'apk', 'nya', 'bisa', 'di', 'akses', 'dengan', 'mudah'];['mantap', 'apk', 'nya', 'bisa', 'di', 'akses', 'dengan', 'mudah'];['mantap', 'apk', 'nya', 'akses', 'mudah'];['mantap', 'apk', 'nya', 'akses', 'mudah'];Positif
Sulistiyo Utomo;5;2025-12-20 13:00:08;"sudah lebih baik dan sangat membantu.;";"sudah lebih baik dan sangat membantu.;";sudah lebih baik dan sangat membantu;['sudah', 'lebih', 'baik', 'dan', 'sangat', 'membantu'];['sudah', 'lebih', 'baik', 'dan', 'sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;1;2026-01-05 04:25:00;"apk sedikit2 bermasalah eror lah log out sendiri lah captcha gak kelihatan lah;";"apk sedikit2 bermasalah eror lah log out sendiri lah captcha gak kelihatan lah;";apk sedikit bermasalah eror lah log out sendiri lah captcha gak kelihatan lah;['apk', 'sedikit', 'bermasalah', 'eror', 'lah', 'log', 'out', 'sendiri', 'lah', 'captcha', 'gak', 'kelihatan', 'lah'];['apk', 'sedikit', 'bermasalah', 'eror', 'lah', 'log', 'out', 'sendiri', 'lah', 'captcha', 'tidak', 'kelihatan', 'lah'];['apk', 'bermasalah', 'eror', 'log', 'out', 'captcha', 'gak'];['apk', 'masalah', 'eror', 'log', 'out', 'captcha', 'gak'];Netral
Pengguna Google;1;2026-01-02 15:53:38;"tidak menyelesaikan masalah bpjs;";"tidak menyelesaikan masalah bpjs;";tidak menyelesaikan masalah bpjs;['tidak', 'menyelesaikan', 'masalah', 'bpjs'];['tidak', 'menyelesaikan', 'masalah', 'bpjs'];['menyelesaikan', 'bpjs'];['selesai', 'bpjs'];Negatif
Pengguna Google;5;2026-01-02 16:07:57;"good;";"good;";good;['good'];['good'];['good'];['good'];Netral
Catur Bayu;1;2025-12-28 23:37:04;"aplikasi tolol.... login aja dipencet2 gak bisa;";"aplikasi tolol.... login aja dipencet2 gak bisa;";aplikasi tolol login aja dipencet gak bisa;['aplikasi', 'tolol', 'login', 'aja', 'dipencet', 'gak', 'bisa'];['aplikasi', 'tolol', 'login', 'saja', 'dipencet', 'tidak', 'bisa'];['aplikasi', 'tolol', 'login', 'aja', 'dipencet', 'gak'];['aplikasi', 'tolol', 'login', 'aja', 'pencet', 'gak'];Netral
Pengguna Google;5;2026-01-06 09:55:20;"cepat mudah efisien;";"cepat mudah efisien;";cepat mudah efisien;['cepat', 'mudah', 'efisien'];['cepat', 'mudah', 'efisien'];['cepat', 'mudah', 'efisien'];['cepat', 'mudah', 'efisien'];Positif
Pengguna Google;5;2025-12-30 17:59:54;"oke;";"oke;";oke;['oke'];['oke'];['oke'];['oke'];Positif
Pengguna Google;5;2026-01-08 04:12:07;"ok;";"ok;";ok;['ok'];['oke'];['ok'];['ok'];Netral
Pengguna Google;1;2026-01-15 05:42:41;"ini kok Lupa password nya dibikin ribet ya. tulisan nya error terus. marai emosi wse;";"ini kok lupa password nya dibikin ribet ya. tulisan nya error terus. marai emosi wse;";ini kok Lupa password nya dibikin ribet ya tulisan nya error terus marai emosi wse;['ini', 'kok', 'Lupa', 'password', 'nya', 'dibikin', 'ribet', 'ya', 'tulisan', 'nya', 'error', 'terus', 'marai', 'emosi', 'wse'];['ini', 'kok', 'Lupa', 'password', 'nya', 'dibikin', 'ribet', 'ya', 'tulisan', 'nya', 'error', 'terus', 'marai', 'emosi', 'wse'];['Lupa', 'password', 'nya', 'dibikin', 'ribet', 'ya', 'tulisan', 'nya', 'error', 'marai', 'emosi', 'wse'];['lupa', 'password', 'nya', 'bikin', 'ribet', 'ya', 'tulis', 'nya', 'error', 'mara', 'emosi', 'wse'];Negatif
Yudi Heriyadi;5;2025-12-25 01:35:57;"ok;";"ok;";ok;['ok'];['oke'];['ok'];['ok'];Netral
Pengguna Google;2;2026-01-20 03:32:17;"ribet susah frivikasi wajah gagal trus kode nya juga gagal trus;";"ribet susah frivikasi wajah gagal trus kode nya juga gagal trus;";ribet susah frivikasi wajah gagal trus kode nya juga gagal trus;['ribet', 'susah', 'frivikasi', 'wajah', 'gagal', 'trus', 'kode', 'nya', 'juga', 'gagal', 'trus'];['ribet', 'susah', 'frivikasi', 'wajah', 'gagal', 'trus', 'kode', 'nya', 'juga', 'gagal', 'trus'];['ribet', 'susah', 'frivikasi', 'wajah', 'gagal', 'trus', 'kode', 'nya', 'gagal', 'trus'];['ribet', 'susah', 'frivikasi', 'wajah', 'gagal', 'trus', 'kode', 'nya', 'gagal', 'trus'];Negatif
Pengguna Google;1;2026-01-24 22:02:39;"gak ada gunanya aplikasinya fiturnya di kunci smua blom verifikasi mau verifikasi otp nya gak di kirim dikirim gak jlas;";"gak ada gunanya aplikasinya fiturnya di kunci smua blom verifikasi mau verifikasi otp nya gak di kirim dikirim gak jlas;";gak ada gunanya aplikasinya fiturnya di kunci smua blom verifikasi mau verifikasi otp nya gak di kirim dikirim gak jlas;['gak', 'ada', 'gunanya', 'aplikasinya', 'fiturnya', 'di', 'kunci', 'smua', 'blom', 'verifikasi', 'mau', 'verifikasi', 'otp', 'nya', 'gak', 'di', 'kirim', 'dikirim', 'gak', 'jlas'];['tidak', 'ada', 'gunanya', 'aplikasinya', 'fiturnya', 'di', 'kunci', 'smua', 'blom', 'verifikasi', 'mau', 'verifikasi', 'otp', 'nya', 'tidak', 'di', 'kirim', 'dikirim', 'tidak', 'jlas'];['gak', 'gunanya', 'aplikasinya', 'fiturnya', 'kunci', 'smua', 'blom', 'verifikasi', 'verifikasi', 'otp', 'nya', 'gak', 'kirim', 'dikirim', 'gak', 'jlas'];['gak', 'guna', 'aplikasi', 'fiturnya', 'kunci', 'smua', 'blom', 'verifikasi', 'verifikasi', 'otp', 'nya', 'gak', 'kirim', 'kirim', 'gak', 'jlas'];Netral
Pengguna Google;5;2026-01-02 23:53:39;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;1;2026-01-17 04:04:57;"tolong di perbaiki padahal baru login tpi ada tulisan gagal 2 kali aneh tolong banget di benerin apk nya nyusahin mau berobat jadi tertunda;";"tolong di perbaiki padahal baru login tpi ada tulisan gagal 2 kali aneh tolong banget di benerin apk nya nyusahin mau berobat jadi tertunda;";tolong di perbaiki padahal baru login tpi ada tulisan gagal kali aneh tolong banget di benerin apk nya nyusahin mau berobat jadi tertunda;['tolong', 'di', 'perbaiki', 'padahal', 'baru', 'login', 'tpi', 'ada', 'tulisan', 'gagal', 'kali', 'aneh', 'tolong', 'banget', 'di', 'benerin', 'apk', 'nya', 'nyusahin', 'mau', 'berobat', 'jadi', 'tertunda'];['tolong', 'di', 'perbaiki', 'padahal', 'baru', 'login', 'tpi', 'ada', 'tulisan', 'gagal', 'kali', 'aneh', 'tolong', 'sangat', 'di', 'benerin', 'apk', 'nya', 'nyusahin', 'mau', 'berobat', 'jadi', 'tertunda'];['tolong', 'perbaiki', 'login', 'tpi', 'tulisan', 'gagal', 'kali', 'aneh', 'tolong', 'banget', 'benerin', 'apk', 'nya', 'nyusahin', 'berobat', 'tertunda'];['tolong', 'baik', 'login', 'tpi', 'tulis', 'gagal', 'kali', 'aneh', 'tolong', 'banget', 'benerin', 'apk', 'nya', 'nyusahin', 'obat', 'tunda'];Netral
Pengguna Google;1;2026-01-05 12:13:04;"kurang maksimal daftar antrian online tapi tetap pas datang ke faskes antriannya malah lama tidak sesuai nomor antrian online;";"kurang maksimal daftar antrian online tapi tetap pas datang ke faskes antriannya malah lama tidak sesuai nomor antrian online;";kurang maksimal daftar antrian online tapi tetap pas datang ke faskes antriannya malah lama tidak sesuai nomor antrian online;['kurang', 'maksimal', 'daftar', 'antrian', 'online', 'tapi', 'tetap', 'pas', 'datang', 'ke', 'faskes', 'antriannya', 'malah', 'lama', 'tidak', 'sesuai', 'nomor', 'antrian', 'online'];['kurang', 'maksimal', 'daftar', 'antrian', 'online', 'tapi', 'tetap', 'tepat', 'datang', 'ke', 'faskes', 'antriannya', 'malah', 'lama', 'tidak', 'sesuai', 'nomor', 'antrian', 'online'];['maksimal', 'daftar', 'antrian', 'online', 'pas', 'faskes', 'antriannya', 'sesuai', 'nomor', 'antrian', 'online'];['maksimal', 'daftar', 'antri', 'online', 'pas', 'faskes', 'antri', 'sesuai', 'nomor', 'antri', 'online'];Negatif
Pengguna Google;5;2026-01-05 01:41:05;"mantao;";"mantao;";mantao;['mantao'];['mantao'];['mantao'];['mantao'];Netral
Pengguna Google;5;2026-01-08 11:16:00;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-09 07:53:31;"ok bgd;";"ok bgd;";ok bgd;['ok', 'bgd'];['oke', 'bgd'];['ok', 'bgd'];['ok', 'bgd'];Netral
Topan;5;2025-12-27 01:10:11;"memuaskan;";"memuaskan;";memuaskan;['memuaskan'];['memuaskan'];['memuaskan'];['muas'];Netral
Pengguna Google;5;2026-01-24 22:42:01;"sangat membantu untuk berobat;";"sangat membantu untuk berobat;";sangat membantu untuk berobat;['sangat', 'membantu', 'untuk', 'berobat'];['sangat', 'membantu', 'untuk', 'berobat'];['membantu', 'berobat'];['bantu', 'obat'];Positif
Pengguna Google;5;2026-01-03 08:59:40;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Pengguna Google;5;2026-01-21 10:08:03;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;4;2026-01-14 03:02:54;"apk nya sangat membantu;";"apk nya sangat membantu;";apk nya sangat membantu;['apk', 'nya', 'sangat', 'membantu'];['apk', 'nya', 'sangat', 'membantu'];['apk', 'nya', 'membantu'];['apk', 'nya', 'bantu'];Positif
Pengguna Google;1;2026-01-05 02:47:09;"kenapa selalu log out sendiri?? udah lama gk pake aplikasinya tapi pas mau dipake harus login lagi dan susah banget masuknya entah jaringannya yg eror;";"kenapa selalu log out sendiri?? udah lama gk pake aplikasinya tapi pas mau dipake harus login lagi dan susah banget masuknya entah jaringannya yg eror;";kenapa selalu log out sendiri udah lama gk pake aplikasinya tapi pas mau dipake harus login lagi dan susah banget masuknya entah jaringannya yg eror;['kenapa', 'selalu', 'log', 'out', 'sendiri', 'udah', 'lama', 'gk', 'pake', 'aplikasinya', 'tapi', 'pas', 'mau', 'dipake', 'harus', 'login', 'lagi', 'dan', 'susah', 'banget', 'masuknya', 'entah', 'jaringannya', 'yg', 'eror'];['kenapa', 'selalu', 'log', 'out', 'sendiri', 'sudah', 'lama', 'gk', 'pake', 'aplikasinya', 'tapi', 'tepat', 'mau', 'dipake', 'harus', 'login', 'lagi', 'dan', 'susah', 'sangat', 'masuknya', 'entah', 'jaringannya', 'yang', 'eror'];['log', 'out', 'udah', 'gk', 'pake', 'aplikasinya', 'pas', 'dipake', 'login', 'susah', 'banget', 'masuknya', 'jaringannya', 'eror'];['log', 'out', 'udah', 'gk', 'pake', 'aplikasi', 'pas', 'dipake', 'login', 'susah', 'banget', 'masuk', 'jaring', 'eror'];Negatif
Pengguna Google;5;2026-01-10 03:54:21;"okeh lah;";"okeh lah;";okeh lah;['okeh', 'lah'];['okeh', 'lah'];['okeh'];['okeh'];Positif
Pengguna Google;1;2026-01-18 03:09:17;"saya mau ambil antrian buat rujukan malah g bisa log in... apl gini didanai pemerintah??? anda gak malu heh??;";"saya mau ambil antrian buat rujukan malah g bisa log in... apl gini didanai pemerintah??? anda gak malu heh??;";saya mau ambil antrian buat rujukan malah g bisa log in apl gini didanai pemerintah anda gak malu heh;['saya', 'mau', 'ambil', 'antrian', 'buat', 'rujukan', 'malah', 'g', 'bisa', 'log', 'in', 'apl', 'gini', 'didanai', 'pemerintah', 'anda', 'gak', 'malu', 'heh'];['saya', 'mau', 'ambil', 'antrian', 'buat', 'rujukan', 'malah', 'g', 'bisa', 'log', 'in', 'apl', 'gini', 'didanai', 'pemerintah', 'anda', 'tidak', 'malu', 'heh'];['ambil', 'antrian', 'rujukan', 'g', 'log', 'in', 'apl', 'gini', 'didanai', 'pemerintah', 'gak', 'malu', 'heh'];['ambil', 'antri', 'rujuk', 'g', 'log', 'in', 'apl', 'gin', 'dana', 'perintah', 'gak', 'malu', 'heh'];Netral
Pengguna Google;1;2026-01-04 13:54:55;"sulit untuk daftar JKN;";"sulit untuk daftar jkn;";sulit untuk daftar JKN;['sulit', 'untuk', 'daftar', 'JKN'];['sulit', 'untuk', 'daftar', 'JKN'];['sulit', 'daftar', 'JKN'];['sulit', 'daftar', 'jkn'];Netral
Pengguna Google;5;2026-01-09 14:48:27;"mantap ambil nomer antrian;";"mantap ambil nomer antrian;";mantap ambil nomer antrian;['mantap', 'ambil', 'nomer', 'antrian'];['mantap', 'ambil', 'nomer', 'antrian'];['mantap', 'ambil', 'nomer', 'antrian'];['mantap', 'ambil', 'nomer', 'antri'];Positif
Pengguna Google;5;2026-01-15 07:13:43;"pelayanan ok;";"pelayanan ok;";pelayanan ok;['pelayanan', 'ok'];['pelayanan', 'oke'];['pelayanan', 'ok'];['layan', 'ok'];Netral
Pengguna Google;5;2026-01-10 03:55:53;"tingkatkan pelayanan disetiap faskes;";"tingkatkan pelayanan disetiap faskes;";tingkatkan pelayanan disetiap faskes;['tingkatkan', 'pelayanan', 'disetiap', 'faskes'];['tingkatkan', 'pelayanan', 'disetiap', 'faskes'];['tingkatkan', 'pelayanan', 'disetiap', 'faskes'];['tingkat', 'layan', 'tiap', 'faskes'];Netral
EKO SYUKRON;5;2025-12-27 19:38:06;"oke deh kalau gitu;";"oke deh kalau gitu;";oke deh kalau gitu;['oke', 'deh', 'kalau', 'gitu'];['oke', 'deh', 'kalau', 'begitu'];['oke', 'deh', 'gitu'];['oke', 'deh', 'gitu'];Positif
rif dark;5;2025-12-22 22:12:36;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-20 07:50:27;"sangat membantu dan praktis;";"sangat membantu dan praktis;";sangat membantu dan praktis;['sangat', 'membantu', 'dan', 'praktis'];['sangat', 'membantu', 'dan', 'praktis'];['membantu', 'praktis'];['bantu', 'praktis'];Positif
Pengguna Google;5;2026-01-14 04:08:21;"Untuk merubah admin kepesertaan dg cepat;";"untuk merubah admin kepesertaan dg cepat;";Untuk merubah admin kepesertaan dg cepat;['Untuk', 'merubah', 'admin', 'kepesertaan', 'dg', 'cepat'];['Untuk', 'merubah', 'admin', 'kepesertaan', 'dg', 'cepat'];['Untuk', 'merubah', 'admin', 'kepesertaan', 'cepat'];['untuk', 'rubah', 'admin', 'serta', 'cepat'];Positif
Pengguna Google;5;2026-01-24 15:09:08;"oke;";"oke;";oke;['oke'];['oke'];['oke'];['oke'];Positif
Abu Salman;5;2025-12-25 23:23:17;"sangat bermanfaat dan memudahkan;";"sangat bermanfaat dan memudahkan;";sangat bermanfaat dan memudahkan;['sangat', 'bermanfaat', 'dan', 'memudahkan'];['sangat', 'bermanfaat', 'dan', 'memudahkan'];['bermanfaat', 'memudahkan'];['manfaat', 'mudah'];Positif
Si Uwa;5;2025-12-28 06:38:20;"bagus banget;";"bagus banget;";bagus banget;['bagus', 'banget'];['bagus', 'sangat'];['bagus', 'banget'];['bagus', 'banget'];Positif
Pengguna Google;5;2026-01-03 01:44:49;"mudah dan fast response;";"mudah dan fast response;";mudah dan fast response;['mudah', 'dan', 'fast', 'response'];['mudah', 'dan', 'fast', 'response'];['mudah', 'fast', 'response'];['mudah', 'fast', 'response'];Positif
Pengguna Google;1;2026-01-05 03:24:58;"di suruh login ulang. tapi chapta nya pelit mau nongol. jadi tidak bisa masuk karena tidak ada chapta mau di input;";"di suruh login ulang. tapi chapta nya pelit mau nongol. jadi tidak bisa masuk karena tidak ada chapta mau di input;";di suruh login ulang tapi chapta nya pelit mau nongol jadi tidak bisa masuk karena tidak ada chapta mau di input;['di', 'suruh', 'login', 'ulang', 'tapi', 'chapta', 'nya', 'pelit', 'mau', 'nongol', 'jadi', 'tidak', 'bisa', 'masuk', 'karena', 'tidak', 'ada', 'chapta', 'mau', 'di', 'input'];['di', 'suruh', 'login', 'ulang', 'tapi', 'chapta', 'nya', 'pelit', 'mau', 'nongol', 'jadi', 'tidak', 'bisa', 'masuk', 'karena', 'tidak', 'ada', 'chapta', 'mau', 'di', 'input'];['suruh', 'login', 'ulang', 'chapta', 'nya', 'pelit', 'nongol', 'masuk', 'chapta', 'input'];['suruh', 'login', 'ulang', 'chapta', 'nya', 'pelit', 'nongol', 'masuk', 'chapta', 'input'];Negatif
Pengguna Google;5;2026-01-10 15:01:28;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;1;2026-01-05 02:43:11;"selalu log out sendiri.. tolong kalau bisa jangan log out sendiri.. kasihan orang tua / yg lupa pasword..;";"selalu log out sendiri.. tolong kalau bisa jangan log out sendiri.. kasihan orang tua / yg lupa pasword..;";selalu log out sendiri tolong kalau bisa jangan log out sendiri kasihan orang tua yg lupa pasword;['selalu', 'log', 'out', 'sendiri', 'tolong', 'kalau', 'bisa', 'jangan', 'log', 'out', 'sendiri', 'kasihan', 'orang', 'tua', 'yg', 'lupa', 'pasword'];['selalu', 'log', 'out', 'sendiri', 'tolong', 'kalau', 'bisa', 'jangan', 'log', 'out', 'sendiri', 'kasihan', 'orang', 'tua', 'yang', 'lupa', 'pasword'];['log', 'out', 'tolong', 'log', 'out', 'kasihan', 'orang', 'tua', 'lupa', 'pasword'];['log', 'out', 'tolong', 'log', 'out', 'kasihan', 'orang', 'tua', 'lupa', 'pasword'];Netral
